	artist	title	year
75	JULIEN DORÉ	PARIS-SEYCHELLES	2013
76	MACKLEMORE & RYAN LEWIS FEAT. MARY LAMBERT	SAME LOVE	2013
77	MIKA	UNDERWATER	2013
78	LADY GAGA	APPLAUSE	2013
79	DRAKE	HOLD ON, WE'RE GOING HOME	2013
80	ZAHO	TOURNER LA PAGE	2013
81	AVICII VS. NICKY ROMERO	I COULD BE THE ONE	2013
82	EDWARD SHARPE & THE MAGNETIC ZEROS	HOME	2013
83	BIRDY	WINGS	2013
84	CALVIN HARRIS FEAT. FLORENCE WELCH	SWEET NOTHING	2013
85	LA FOUINE FEAT. ZAHO	MA MEILLEURE	2013
86	C2C	DOWN THE ROAD	2013
87	2 CHAINZ	WE OWN IT (FAST & FURIOUS)	2013
88	STROMAE	ALORS ON DANSE	2013
89	FLAVEL & NETO FEAT. ANNA TORRES	PEDIDA PERFEITA (TARARATATA)	2013
90	PITBULL FEAT. CHRISTINA AGUILERA	FEEL THIS MOMENT	2013
91	BIRDY	SKINNY LOVE	2013
92	SEXION D'ASSAUT	PROBLÈMES D'ADULTES	2013
93	ITALOBROTHERS	THIS IS NIGHTLIFE	2013
94	BRITNEY SPEARS	WORK BITCH	2013
95	IMAGINE DRAGONS	RADIOACTIVE	2013
96	PATRICK SÉBASTIEN	LES SARDINES	2013
97	EMINEM	BERZERK	2013
98	ADELE	SOMEONE LIKE YOU	2013
99	MAUDE	LOVE IS WHAT YOU MAKE OF IT	2013
100	SHAKA PONK	I'M PICKY	2013
101	KENZA FARAH -  LUCENZO	OBSESIÓN  [TROPICAL FAMILY]	2013
102	ARASH FEAT. SEAN PAUL	SHE MAKES ME GO	2013
103	M POKORA ET TAL	ENVOLE-MOI	2013
104	MATT HOUSTON & LYLLOO	TÚ Y YO	2013
105	LYNNSHA, LOUISY JOSEPH & FANNY J	MALDON (TROPICAL FAMILY)	2013
106	OLYMPE	BORN TO DIE	2013
107	M. POKORA	LE JOUR QUI SE RÊVE (EXTRAIT DE ROBIN DES BOIS)	2013
108	MAÎTRE GIMS FEAT. THE SHIN SEKAI	ÇA MARCHE	2013
109	HOLLYSIZ	COME BACK TO ME	2013
110	DAVID GUETTA FEAT. TAPED RAI	JUST ONE LAST TIME	2013
111	SELENA GOMEZ	COME & GET IT	2013
112	FUN. FEAT. JANELLE MONÁE	WE ARE YOUNG	2013
113	DAFT PUNK FEAT. PHARRELL WILLIAMS	LOSE YOURSELF TO DANCE	2013
114	BB BRUNES	COUPS ET BLESSURES	2013
115	MUTTONHEADS FEAT. EDEN MARTIN	SNOW WHITE (ALIVE)	2013
116	FERGIE	A LITTLE PARTY NEVER KILLED NOBODY (ALL WE GOT)	2013
117	PULCINO PIO	LE POUSSIN PIOU	2013
118	M83	MIDNIGHT CITY	2013
119	JUSTIN TIMBERLAKE FEAT. JAY-Z	SUIT & TIE	2013
120	CATS ON TREES	SIRENS CALL	2013
121	INFINITY INK	INFINITY	2013
122	PSY	GENTLEMAN	2013
123	RIHANNA FEAT. DAVID GUETTA	RIGHT NOW	2013
124	KLANGKARUSSELL	SONNENTANZ	2013
125	WOODKID	I LOVE YOU	2013
126	MILEY CYRUS	WE CAN'T STOP	2013
127	ADELE	ROLLING IN THE DEEP	2013
128	SHOWTEK FEAT. WE ARE LOUD & SONNY WILSON	BOOYAH	2013
129	JAY SANTOS	CALIENTE	2013
130	GOTYE FEAT. KIMBRA	SOMEBODY THAT I USED TO KNOW	2013
131	LADY GAGA FEAT. R. KELLY	DO WHAT U WANT	2013
132	SEXION D'ASSAUT	MA DIRECTION	2013
133	JOHN MAMANN	LOVE LIFE	2013
134	LIL WAYNE FEAT. DRAKE & FUTURE	LOVE ME	2013
135	LUMIDEE VS. FATMAN SCOOP	DANCE!	2013
136	VANESSA PARADIS	LOVE SONG	2013
137	MAÎTRE GIMS	ZOMBIE	2013
138	MAÎTRE GIMS	CHANGER	2013
139	DAVID GUETTA FEAT. SIA	TITANIUM	2013
140	TAL	RIEN N'EST PARFAIT	2013
141	LANA DEL REY	YOUNG AND BEAUTIFUL	2013
142	JAY-Z FEAT. JUSTIN TIMBERLAKE	HOLY GRAIL	2013
143	KLINGANDE	JUBEL	2013
144	PITBULL FEAT. KE$HA	TIMBER	2013
145	TAYLOR SWIFT	WE ARE NEVER EVER GETTING BACK TOGETHER	2013
146	KID CUDI, MGMT & RATATAT	PURSUIT OF HAPPINESS (NIGHTMARE)	2013
147	SELENA GOMEZ	SLOW DOWN	2013
148	ONE DIRECTION	ONE WAY OR ANOTHER (TEENAGE KICKS)	2013
149	LONDON GRAMMAR	WASTING MY YOUNG YEARS	2013
150	SKRILLEX	BANGARANG EP	2013
151	NOA MOON [FEAT. MALO	PARADISE (MON CHEMIN)	2013
152	DAVID GUETTA FEAT. SIA	SHE WOLF (FALLING TO PIECES)	2013
153	SEXION D'ASSAUT	AVANT QU'ELLE PARTE	2013
154	DJ MAM'S FEAT. LUIS GUISAO & SOLDAT JAHMAN	FIESTA BUENA	2013
155	AARON	U-TURN (LILI)	2013
156	RIHANNA FEAT. CALVIN HARRIS	WE FOUND LOVE	2013
157	ADELE	SET FIRE TO THE RAIN	2013
158	CÉLINE DION	PARLER À MON PÈRE	2013
159	JAY-Z FEAT. ALICIA KEYS	EMPIRE STATE OF MIND	2013
160	TAL	LE SENS DE LA VIE	2013
161	ONEREPUBLIC	COUNTING STARS	2013
162	TAL FEAT. FLO RIDA	DANSE	2013
163	MUSE	FOLLOW ME	2013
164	BOOBA	A.C. MILAN	2013
165	LESLIE FEAT. LESLIE	JE TE DONNE	2013
166	BABY & ME	HERE COMES THE HOTSTEPPER	2013
167	ANTHONY HAMILTON & ELAYNA BOYNTON	FREEDOM	2013
168	KE$HA	DIE YOUNG	2013
169	THE GOSSIP	HEAVY CROSS	2013
170	JUSTIN BIEBER FEAT. NICKI MINAJ	BEAUTY AND A BEAT	2013
171	BAKERMAT	ZOMER	2013
172	LA FOUINE	J'AVAIS PAS LES MOTS	2013
173	EMINEM	SURVIVAL	2013
174	BB BRUNES	STÉRÉO	2013
175	SHY'M	ET ALORS !	2013
176	DAFT PUNK FEAT. JULIAN CASABLANCAS	INSTANT CRUSH	2013
177	AXEL TONY FEAT. ADMIRAL T	MA REINE	2013
178	COLDPLAY	PARADISE	2013
179	WILL.I.AM FEAT. MILEY CYRUS	FALL DOWN	2013
180	BREAKBOT FEAT. IRFANE	BABY I'M YOURS	2013
181	TAL	A L'INTERNATIONAL	2013
182	A$AP ROCKY FEAT. DRAKE, 2 CHAINZ & KENDRICK LAMAR	F**KIN' PROBLEMS	2013
183	FUN.	SOME NIGHTS	2013
184	TAPO & RAYA	QUITATE EL TOP	2013
185	MAROON 5	ONE MORE NIGHT	2013
186	EMELI SANDÉ	NEXT TO ME	2013
187	ALOE BLACC	WAKE ME UP	2013
188	ASAF AVIDAN	DIFFERENT PULSES	2013
189	EMINEM	LOSE YOURSELF	2013
190	ELLIE GOULDING	LIGHTS	2013
191	JASON DERULO	THE OTHER SIDE	2013
192	DRAKE	STARTED FROM THE BOTTOM	2013
193	PSY 4 DE LA RIME	LE TEMPS D'UN INSTANT	2013
194	ONE DIRECTION	BEST SONG EVER	2013
195	JAY-Z & KANYE WEST	NI**AS IN PARIS	2013
196	SKRILLEX & DAMIAN JR. GONG MARLEY	MAKE IT BUN DEM	2013
197	MAROON 5 FEAT. CHRISTINA AGUILERA	MOVES LIKE JAGGER	2013
198	OLLY MURS	TROUBLEMAKER	2013
199	HARDWELL FEAT. AMBA SHEPHERD	APOLLO	2013
0	PHARRELL WILLIAMS	HAPPY	2014
1	LILLY WOOD & THE PRICK FEAT. ROBIN SCHULZ	PRAYER IN C	2014
2	SIA	CHANDELIER	2014
3	INDILA	DERNIÈRE DANSE	2014
4	MILKY CHANCE	STOLEN DANCE	2014
5	BLACK M	SUR MA ROUTE	2014
6	LONDON GRAMMAR	WASTING MY YOUNG YEARS	2014
7	COLDPLAY	A SKY FULL OF STARS	2014
8	MR. PROBZ	WAVES (ROBIN SCHULZ REMIX)	2014
9	DISCLOSURE FEAT. ELIZA DOOLITTLE	YOU & ME	2014
10	CLEAN BANDIT FEAT. JESS GLYNNE	RATHER BE	2014
11	JOHN LEGEND	ALL OF ME	2014
12	TOVE LO	HABITS (STAY HIGH)	2014
13	MAÎTRE GIMS	ZOMBIE	2014
14	CRIS CAB	LIAR LIAR	2014
15	DAFT PUNK FEAT. JULIAN CASABLANCAS	INSTANT CRUSH	2014
16	MAGIC SYSTEM FEAT. CHAWKI	MAGIC IN THE AIR	2014
17	DAVID GUETTA FEAT. SAM MARTIN	DANGEROUS	2014
18	REBEL FEAT. SIDNEY HOUSEN	BLACK PEARL (HE'S A PIRATE)	2014
19	MICHAEL JACKSON & JUSTIN TIMBERLAKE	LOVE NEVER FELT SO GOOD	2014
20	ONEREPUBLIC	COUNTING STARS	2014
21	AVICII	ADDICTED TO YOU	2014
22	CATS ON TREES	SIRENS CALL	2014
23	KLINGANDE	JUBEL	2014
24	THE AVENER	FADE OUT LINES	2014
25	TOM ODELL	ANOTHER LOVE	2014
26	FAUL & WAD AD VS. PNAU	CHANGES	2014
27	DAFT PUNK FEAT. PHARRELL WILLIAMS	GET LUCKY	2014
28	JASON DERULO FEAT. SNOOP DOGG	WIGGLE	2014
29	KATY PERRY FEAT. JUICY J	DARK HORSE	2014
30	IMAGINE DRAGONS	DEMONS	2014
31	STROMAE	TOUS LES MÊMES	2014
32	CALOGERO	UN JOUR AU MAUVAIS ENDROIT	2014
33	JULIEN DORÉ	PARIS-SEYCHELLES	2014
34	DAVID GUETTA FEAT. SAM MARTIN	LOVERS ON THE SUN	2014
35	STROMAE	PAPAOUTAI	2014
36	KENDJI GIRAC	ANDALOUSE	2014
37	GEORGE EZRA	BUDAPEST	2014
38	BLACK M	MME PAVOSHKO	2014
39	AVICII	HEY BROTHER	2014
40	ED SHEERAN	SING	2014
41	STROMAE	FORMIDABLE	2014
42	LORDE	ROYALS	2014
43	INDILA	TOURNER DANS LE VIDE	2014
44	KYO	LE GRAAL	2014
45	SAM SMITH	STAY WITH ME	2014
46	BEYONCÉ FEAT. JAY-Z	DRUNK IN LOVE	2014
47	CALVIN HARRIS	SUMMER	2014
48	JABBERWOCKY FEAT. ELODIE WILDSTARS	PHOTOMATON	2014
49	DEORRO	FIVE HOURS	2014
50	KENDJI GIRAC	COLOR GITANO	2014
51	SHAKIRA	DARE (LA LA LA)	2014
52	PITBULL FEAT. KE$HA	TIMBER	2014
53	LILY ALLEN	SOMEWHERE ONLY WE KNOW	2014
54	SOPRANO	COSMO	2014
55	SHAKIRA FEAT. RIHANNA	CAN'T REMEMBER TO FORGET YOU	2014
56	INDILA	S.O.S	2014
57	EMMA LOUISE	JUNGLE	2014
58	CHRISTINE AND THE QUEENS	SAINT CLAUDE	2014
59	DAVID GUETTA & SHOWTEK FEAT. VASSY	BAD	2014
60	NICO & VINZ	AM I WRONG	2014
61	COLDPLAY	MAGIC	2014
62	DAVID GUETTA FEAT. SKYLAR GREY	SHOT ME DOWN	2014
63	ANAÏS DELVA	LIBÉRÉE, DÉLIVRÉE	2014
64	IMAGINE DRAGONS	RADIOACTIVE	2014
65	MARK RONSON FEAT. BRUNO MARS	UPTOWN FUNK	2014
66	BLACK M FEAT. THE SHIN SEKAI & DOOMAMS	JE NE DIRAI RIEN	2014
67	AVICII	WAKE ME UP	2014
68	ARIANA GRANDE FEAT. IGGY AZALEA	PROBLEM	2014
69	PITBULL FEAT. JENNIFER LOPEZ & CLAUDIA LEITTE	WE ARE ONE (OLE OLA)	2014
70	COEUR DE PIRATE	MISTRAL GAGNANT	2014
71	KEEN' V	DIS-MOI OUI (MARINA)	2014
72	LORDE	TEAM	2014
73	DJ SNAKE FEAT. LIL JON	TURN DOWN FOR WHAT	2014
74	CALVIN HARRIS FEAT. JOHN NEWMAN	BLAME	2014
75	BLACK M FEAT. DR BERIZ	LA LÉGENDE BLACK	2014
76	MAJOR LAZER FEAT. SEAN PAUL	COME ON TO ME	2014
77	MEGHAN TRAINOR	ALL ABOUT THAT BASS	2014
78	ENRIQUE IGLESIAS FEAT. SEAN PAUL, DESCEMER BUENO &	BAILANDO	2014
79	MIKA	BOUM BOUM BOUM	2014
80	U2	ORDINARY LOVE	2014
81	DISCLOSURE	LATCH	2014
82	LYKKE LI	I FOLLOW RIVERS	2014
83	NEW WORLD SOUND & THOMAS NEWSON	FLUTE	2014
84	FRÉRO DELAVEGA	SWEET DARLING	2014
85	JUL	DANS MA PARANOÏA	2014
86	JOSEF SALVAT	DIAMONDS	2014
87	SOPRANO FEAT. UNCLE PHIL	FRESH PRINCE	2014
88	LA FOUINE, FABABY, SINDY & SULTAN	TEAM BS	2014
89	DJ HAMIDA FEAT. LARTISTE, KAYNA SAMET & RIMK	DÉCONNECTÉS	2014
90	MAÎTRE GIMS	BELLA	2014
91	TEAM BS	CASE DÉPART	2014
92	LENNY KRAVITZ	THE CHAMBER	2014
93	IGGY AZALEA FEAT. RITA ORA	BLACK WIDOW	2014
94	MILEY CYRUS	WRECKING BALL	2014
95	ALOE BLACC	THE MAN	2014
96	MAÎTRE GIMS	CHANGER	2014
97	MARTIN GARRIX	ANIMALS	2014
98	MARTIN TUNGEVAAG	WICKED WONDERLAND	2014
99	SIA	BIG GIRLS CRY	2014
100	TAYLOR SWIFT	SHAKE IT OFF	2014
101	A GREAT BIG WORLD FEAT. CHRISTINA AGUILERA	SAY SOMETHING	2014
102	SYNAPSON	DJON MAYA MAÏ	2014
103	JOHN NEWMAN	LOVE ME AGAIN	2014
104	EMINEM FEAT. RIHANNA	THE MONSTER	2014
105	IGGY AZALEA FEAT. CHARLI XCX	FANCY	2014
106	STROMAE	TA FÊTE	2014
107	PHARRELL WILLIAMS	MARILYN MONROE	2014
108	ROBIN THICKE FEAT. T.I. & PHARRELL	BLURRED LINES	2014
109	JASON DERULO FEAT. 2 CHAINZ	TALK DIRTY	2014
110	DUKE DUMONT FEAT. JAX JONES	I GOT U	2014
111	KIESZA	HIDEAWAY	2014
112	RIHANNA	DIAMONDS	2014
113	SAM SMITH	MONEY ON MY MIND	2014
114	JULIEN DORÉ	CHOU WASABI	2014
115	CHRIS BROWN FEAT. LIL WAYNE & TOO $HORT	LOYAL	2014
116	HOZIER	TAKE ME TO CHURCH	2014
117	AWOLNATION	SAIL	2014
118	KATY PERRY	ROAR	2014
119	JASON DERULO	TRUMPETS	2014
120	STROMAE	ALORS ON DANSE	2014
121	MACKLEMORE & RYAN LEWIS FEAT. RAY DALTON	CAN'T HOLD US	2014
122	IMAGINE DRAGONS	ON TOP OF THE WORLD	2014
123	FLY PROJECT	TOCA TOCA	2014
124	TREY SONGZ	NA NA	2014
125	JAMES ARTHUR	IMPOSSIBLE	2014
126	MAROON 5	MAPS	2014
127	MAÎTRE GIMS	J'ME TIRE	2014
128	AHZEE	BORN AGAIN	2014
129	BRUNO MARS	LOCKED OUT OF HEAVEN	2014
130	CHARLI XCX	BOOM CLAP	2014
131	PANZER FLOWER FEAT. HUBERT TUBBS	WE ARE BEAUTIFUL	2014
132	PASSENGER	LET HER GO	2014
133	LADY GAGA FEAT. R. KELLY	DO WHAT U WANT	2014
134	FAUVE	INFIRMIÈRE	2014
135	LANA DEL REY	SUMMERTIME SADNESS	2014
136	VITAA FEAT. MAÎTRE GIMS	GAME OVER	2014
137	MAÎTRE GIMS	WARANO STYLE	2014
138	ARIANA GRANDE FEAT. ZEDD	BREAK FREE	2014
139	HOLLYSIZ	COME BACK TO ME	2014
140	JUL	BRIGANTÉ	2014
141	ASAF AVIDAN & THE MOJOS	ONE DAY / RECKONING SONG	2014
142	DVBBS & BORGEOUS	TSUNAMI	2014
143	MAROON 5	ANIMALS	2014
144	KEEN' V	PETITE ÉMILIE	2014
145	TIMMY TRUMPET & SAVAGE	FREAKS	2014
146	USHER FEAT. NICKI MINAJ	SHE CAME TO GIVE IT TO YOU	2014
147	BRUNO MARS	TREASURE	2014
148	ELLIE GOULDING	BURN	2014
149	AVICII	LAY ME DOWN	2014
150	KID INK FEAT. CHRIS BROWN	SHOW ME	2014
151	MIKE WILL MADE-IT FEAT. MILEY CYRUS, WIZ KHALIFA &	23	2014
152	ROUTE 94 FEAT. JESS GLYNNE	MY LOVE	2014
153	JEREMIH FEAT. YG	DON'T TELL 'EM	2014
154	DRAKE FEAT. MAJID JORDAN	HOLD ON, WE'RE GOING HOME	2014
155	MARTIN GARRIX & JAY HARDWAY	WIZARD	2014
156	MIKA	UNDERWATER	2014
157	CORSON	RAISE ME UP (JE RESPIRE ENCORE)	2014
158	JASON DERULO	MARRY ME	2014
159	ADELE	SKYFALL	2014
160	CATS ON TREES	LOVE YOU LIKE A LOVE SONG	2014
161	LONDON GRAMMAR	STRONG	2014
162	VANCE JOY	RIPTIDE	2014
163	FLORENT PAGNY	LE SOLDAT	2014
164	KLANGKARUSSELL	SONNENTANZ	2014
165	SHIN SEKAI	REVER	2014
166	RIHANNA FEAT. MIKKY EKKO	STAY	2014
167	TEAM BS	1. 2. 3.	2014
168	ZAZ	ÉBLOUIE PAR LA NUIT	2014
169	THE SHIN SEKAÏ	DU BERCEAU AU LINCEUL	2014
170	BOOBA	OKLM	2014
171	MAGIC SYSTEM	TU ES FOU	2014
172	CAPITAL CITIES	SAFE AND SOUND	2014
173	STROMAE	BÂTARD	2014
174	LACRIM	TOUT LE MONDE VEUT DES LOVÉS	2014
175	JUL	SEÑORA	2014
176	CALOGERO	LE PORTRAIT	2014
177	SHAKA PONK	WANNA GET FREE	2014
178	KATY PERRY	UNCONDITIONALLY	2014
179	CHRISTINE AND THE QUEENS	CHRISTINE	2014
180	MASKA FEAT. MAÎTRE GIMS	PRIE POUR MOI	2014
181	MARIN MONSTER FEAT. MAÎTRE GIMS	POUR COMMENCER	2014
182	LANA DEL REY	WEST COAST	2014
183	STROMAE	AVE CESARIA	2014
184	THE CHAINSMOKERS	#SELFIE	2014
185	NICOLE SCHERZINGER	YOUR LOVE	2014
186	WOODKID	IRON	2014
187	BLACK M	JE GARDE LE SOURIRE	2014
188	ALOE BLACC	WAKE ME UP	2014
189	CHAWKI	TIME OF OUR LIVES	2014
190	SKIP THE USE	NAMELESS WORLD	2014
191	P!NK FEAT. NATE RUESS	JUST GIVE ME A REASON	2014
192	SOPRANO	ILS NOUS CONNAISSENT PAS	2014
193	ED SHEERAN	I SEE FIRE	2014
194	JUL	TU LA LOVE	2014
195	LILLY WOOD & THE PRICK	PRAYER IN C	2014
196	KATY PERRY	BIRTHDAY	2014
197	WILL.I.AM FEAT. MILEY CYRUS & WIZ KHALIFA & FRENCH	FEELIN' MYSELF	2014
198	YANNICK NOAH	ON COURT	2014
199	TAL	LE PASSÉ	2014
0	Omi	Cheerleader (Felix Jaehn Remix)	2015
1	Major Lazer feat. DJ Snake & MØ	Lean On	2015
2	Mark Ronson feat. Bruno Mars	Uptown Funk	2015
3	Hozier	Take Me To Church	2015
4	Marina Kaye	Homeless	2015
5	Feder feat. Lyse	Goodbye	2015
6	Louane	Avenir	2015
7	Wiz Khalifa feat. Charlie Puth	See You Again	2015
8	Ellie Goulding	Love Me Like You Do	2015
9	Lost Frequencies	Are You With Me	2015
10	Nicky Jam & Enrique Iglesias	El Perdón	2015
11	Christine And the Queens	Christine	2015
12	Felix Jaehn feat. Jasmine Thompson	Ain't Nobody (Loves Me Better)	2015
13	Adele	Hello	2015
14	Kygo feat. Parson James	Stole the Show	2015
15	Maître Gims	Est-ce que tu m'aimes ?	2015
16	Kygo feat. Conrad Sewell	Firestone	2015
17	The Avener	Fade Out Lines	2015
18	The Weeknd	Earned It	2015
19	Louane	Jour 1	2015
20	Ed Sheeran	Thinking Out Loud	2015
21	Fréro Delavega	Le Chant Des Sirènes	2015
22	Jason Derulo	Want To Want Me	2015
23	Sia	Chandelier	2015
24	David Guetta feat. Nicki Minaj & Afrojack	Hey Mama	2015
25	Nekfeu	On verra	2015
26	Lost Frequencies feat. Janieck Devy	Reality	2015
27	Louane	Je vole	2015
28	Kendji Girac	Andalouse	2015
29	Rihanna, Kanye West & Paul McCartney	FourFiveSeconds	2015
30	Lilly Wood & The Prick feat. Robin Schulz	Prayer In C	2015
31	Zara Larsson	Uncover	2015
32	Ariana Grande	One Last Time	2015
33	Christine and the Queens	Saint Claude	2015
34	Maître Gims feat. Niska	Sapés comme jamais	2015
35	Rihanna	Bitch Better Have My Money	2015
36	David Guetta feat. Sam Martin	Dangerous	2015
37	Maroon 5	Sugar	2015
38	Robin Schulz feat. Francesco Yates	Sugar	2015
39	Sia	Elastic Heart	2015
40	Kendji Girac	Conmigo	2015
41	Maître Gims	Laissez passer	2015
42	The Weeknd	Can't Feel My Face	2015
43	L.E.J	Summer 2015	2015
44	Calvin Harris & Disciples	How Deep Is Your Love	2015
45	Justin Bieber	What Do You Mean?	2015
46	Flo Rida feat. Sage the Gemini & Lookas	GDFR	2015
47	Soprano	Clown	2015
48	Charlie Puth feat. Meghan Trainor	Marvin Gaye	2015
49	Tove Lo	Habits (Stay High)	2015
50	Sam Smith	I'm Not The Only One	2015
51	Martin Solveig & GTA	Intoxicated	2015
52	Sam Smith	Stay With Me	2015
53	The Avener feat. Kadebostany	Castle In The Snow	2015
54	Fetty Wap	Trap Queen	2015
55	Madcon feat. Ray Dalton	Don't Worry	2015
56	Makassy	Doucement	2015
57	Maître Gims	Brisé (Pilule Bleue)	2015
58	Charli XCX	Break The Rules	2015
59	AronChupa	I'm an Albatraoz	2015
60	Anaïs Delva	Libérée, Délivrée	2015
61	Silentó	Watch Me (Whip / Nae Nae)	2015
62	Soprano feat. Uncle Phil	Fresh Prince	2015
63	Galantis	Runaway (U & I)	2015
64	Soprano	Cosmo	2015
65	Selah Sue	Alone	2015
66	Synapson feat. Anna Kova	All In You	2015
67	Pharrell Williams	Happy	2015
68	Avicii	Waiting For Love	2015
69	Fifth Harmony feat. Kid Ink	Worth It	2015
70	Black M	Sur ma route	2015
71	Kendji Girac	Color Gitano	2015
72	Chris Brown & Tyga	Ayo	2015
73	Soprano	Millionnaire	2015
74	Emma Louise	Jungle	2015
75	R. City feat. Adam Levine	Locked Away	2015
76	Josef Salvat	Open Season	2015
77	John Legend	All Of Me	2015
78	Nekfeu	Ma dope	2015
79	Ed Sheeran	Photograph	2015
80	Skrillex & Diplo feat. Justin Bieber	Where Are Ü Now	2015
81	Black M feat. Kev Adams	Le prince Aladin	2015
82	Christine and the Queens	Paradis Perdus	2015
83	Calvin Harris feat. Ellie Goulding	Outside	2015
84	Amine	Señorita	2015
85	Calogero	Le Portrait	2015
86	Vianney	Pas là	2015
87	Kendji Girac	Me Quemo	2015
88	The Weeknd	The Hills	2015
89	Drake	Hotline Bling	2015
90	Ridsa	Là c'est die	2015
91	O.T. Genasis	CoCo	2015
92	DJ Snake & AlunaGeorge	You Know You Like It	2015
93	Coldplay	A Sky Full Of Stars	2015
94	Meghan Trainor	All About That Bass	2015
95	Eva Simons feat. Konshens	Policeman	2015
96	Booba feat. Benash	Validée	2015
97	The King's Son feat. Blacko	I'm Not Rich	2015
98	Disclosure feat. Eliza Doolittle	You & Me	2015
99	Justin Bieber	Sorry	2015
100	Madilyn Bailey	Titanium	2015
101	Pharrell Williams	Freedom	2015
102	X Ambassadors	Renegades	2015
103	Black M	On s'fait du mal	2015
104	The Avener feat. Ane Brun	To Let Myself Go	2015
105	Robin Schulz feat. Jasmine Thompson	Sun Goes Down	2015
106	Kendji Girac	Elle M'a Aimé	2015
107	Selena Gomez feat. A$AP Rocky	Good For You	2015
108	Nekfeu	Nique les clones, Pt. II	2015
109	Fréro Delavega	Mon Petit Pays	2015
110	Milky Chance	Stolen Dance	2015
111	Gradur	Rosa	2015
112	Sia	Big Girls Cry	2015
113	Calvin Harris feat. John Newman	Blame	2015
114	Gradur	Jamais	2015
115	Taylor Swift	Shake It Off	2015
116	Timmy Trumpet & Savage	Freaks	2015
117	Walk The Moon	Shut Up and Dance	2015
118	Deorro x Chris Brown	Five More Hours	2015
119	Maroon 5	Animals	2015
120	Josef Salvat	Diamonds	2015
121	Kendji Girac	Cool	2015
122	Black M feat. The Shin Sekai & Doomams	Je ne dirai rien	2015
123	Jessie J feat. Ariana Grande & Nicki Minaj	Bang Bang	2015
124	Years & Years	King	2015
125	Tiësto & KSHMR feat. Vassy	Secrets	2015
126	Alonzo	Normal	2015
127	Black M	Je garde le sourire	2015
128	Robin Schulz feat. Ilsey	Headlights	2015
129	Ariana Grande & The Weeknd	Love Me Harder	2015
130	Coeur de pirate	Oublie-moi (Carry On)	2015
131	George Ezra	Budapest	2015
132	Rihanna	Diamonds	2015
133	Tom Odell	Another Love	2015
134	Nekfeu	Tempête	2015
135	Julien Doré	Paris-Seychelles	2015
136	Mac Tyer	Laisse moi te dire	2015
137	Clean Bandit feat. Jess Glynne	Rather Be	2015
138	Brigitte	A bouche que veux-tu	2015
139	Jul	La fusée	2015
140	Flo Rida feat. Robin Thicke & Verdine White	I Don't Like It, I Love It	2015
141	David Guetta feat. Sia & Fetty Wap	Bang my Head	2015
142	Enrique Iglesias feat. Sean Paul, Descemer Bueno & Gente De	Bailando	2015
143	Mr. Probz	Waves (Robin Schulz Remix)	2015
144	Fréro Delavega	Sweet Darling	2015
145	Nekfeu	Egérie	2015
146	Cats On Trees	Jimmy	2015
147	Coldplay	Adventure Of A Lifetime	2015
148	Daft Punk feat. Pharrell Williams	Get Lucky	2015
149	Carly Rae Jepsen	I Really Like You	2015
150	Bigflo & Oli	Comme d'hab	2015
151	Beyoncé	7/11	2015
152	Macklemore & Ryan Lewis feat. Ray Dalton	Can't Hold Us	2015
153	Madeon feat. Kyan	You're On	2015
154	One Direction	Drag Me Down	2015
155	Stromae	Papaoutai	2015
156	Fababy	Love d'un voyou	2015
157	Martin Tungevaag	Wicked Wonderland	2015
158	Mylène Farmer & Sting	Stolen Car	2015
159	Matt Simons	Catch & Release (Deepend Remix)	2015
160	Imagine Dragons	Demons	2015
161	Avicii	The Nights	2015
162	Jul	Je tourne en rond	2015
163	M. Pokora feat. Soprano	Mieux que nous	2015
164	Magic System feat. Chawki	Magic In The Air	2015
165	Louane	Maman	2015
166	Naughty Boy feat. Beyoncé & Arrow Benjamin	Runnin' (Lose It All)	2015
167	David Guetta feat. Sia	Titanium	2015
168	London Grammar	Wasting My Young Years	2015
169	Youssoupha	Smile	2015
170	David Guetta feat. Emeli Sandé	What I Did For Love	2015
171	Alesso feat. Tove Lo	Heroes (We Could Be)	2015
172	Taylor Swift	Blank Space	2015
173	Imagine Dragons	Radioactive	2015
174	Nekfeu feat. Ed Sheeran	Reuf	2015
175	Avicii	Wake Me Up	2015
176	Lykke Li	I Follow Rivers	2015
177	Boulevard des airs	Emmène-moi	2015
178	Sia	Fire Meet Gasoline	2015
179	Jul	En Y	2015
180	Cris Cab	Englishman In New-York	2015
181	Jul	Lady	2015
182	Calogero	Un Jour Au Mauvais Endroit	2015
183	Niska	Matuidi Charo (PSG)	2015
184	Annie Lennox	I Put A Spell On You	2015
185	Maître Gims feat. Sia	Je te pardonne	2015
186	Kendrick Lamar	King Kunta	2015
187	Ed Sheeran	Sing	2015
188	Rihanna	American Oxygen	2015
189	Madonna	Ghosttown	2015
190	Jul	Wesh alors	2015
191	Adele	Someone Like You	2015
192	Asaf Avidan & the Mojos	One Day / Reckoning Song	2015
193	James Bay	Hold Back The River	2015
194	Alonzo	Finis les	2015
195	Black M	C'est tout moi	2015
196	Axwell /\ Ingrosso	Sun Is Shining	2015
197	Bruno Mars	Locked Out Of Heaven	2015
198	Blacko	Le temps est compté	2015
199	Synapson feat. Victor Démé	Djon Maya Maï	2015
0	Sia feat. Sean Paul	Cheap Thrills	2016
1	Drake feat. WizKid & Kyla	One Dance	2016
