	artist	title	year
0	N'DOUR, YOUSSOU & CHERRY, NENEH	7 SECONDS	1994
1	I AM	JE DANSE LE MIA	1994
2	REEL 2 REAL & STUNTMAN, MAD	I LIKE TO MOVE	1994
3	RED, AXELLE	SENSUALITE	1994
4	SPRINGSTEEN, BRUCE	STREETS OF PHILADELPHIA (B.O.F.)	1994
5	ZE KICK, BILLY & GAMINS EN FOLIE, LES	MANGEZ-MOI !	1994
6	RAM JAM	BLACK BETTY (MUSIQUE DU SPOT TV DU PARFUM 'REBEL' DE GEMEY)	1994
7	CAREY, MARIAH	WITHOUT YOU	1994
8	CORONA	THE RHYTHM OF THE NIGHT	1994
9	EAST 17	IT'S ALRIGHT	1994
10	CLIFF, JIMMY	I CAN SEE CLEARLY NOW (B.O.F. 'RASTA ROCKETT')	1994
11	DION, CELINE	THE POWER OF LOVE	1994
12	PAUSINI, LAURA	LA SOLITUDINE	1994
13	WET WET WET	LOVE IS ALL AROUND (B.O.F. '4 MARIAGES ET UN ENTERREMENT')	1994
14	ALL FOR ONE	I SWEAR	1994
15	ACE OF BASE	HAPPY NATION	1994
16	ACE OF BASE	THE SIGN	1994
17	JOHN, ELTON	CAN YOU FEEL THE LOVE TONIGHT	1994
18	CAREY, MARIAH	HERO	1994
19	BREEDERS, THE	CANNONBALL	1994
20	COSTA, KARINE & LEVI, DANIEL	ALADDIN (CE REVE BLEU) (B.O.F.)	1994
21	TONTON DAVID	SUR ET CERTAIN	1994
22	MO-DO	EINS, ZWEI, POLIZEI	1994
23	BIG MOUNTAIN	BABY, I LOVE YOUR WAY	1994
24	M.PEOPLE	MOVING ON UP	1994
25	MADONNA	SECRET	1994
26	MASTERBOY	FEEL THE HEAT OF THE NIGHT	1994
27	PRINCE	THE MOST BEAUTIFUL GIRL IN THE WORLD	1994
28	SNOOP DOGGY DOGG	WHAT'S MY NAME	1994
29	WHIGFIELD	SATURDAY NIGHT	1994
30	STILSTSKIN	INSIDE	1994
31	CRASH TEST DUMMIES	MMM MMM MMM MMM	1994
32	BRUEL, PATRICK	COMBIEN DE MURS...	1994
33	ICE MC	THINK ABOUT THE WAY	1994
34	BOYZ II MEN	I'LL MAKE LOVE TO YOU	1994
35	PINK FLOYD	HIGH HOPES	1994
36	CULTURE BEAT	ANYTHING	1994
37	ICE MC	IT'S A RAINY DAY	1994
38	COUNTING CROWS	MR. JONES	1994
39	ADAMS, BRYAN	PLEASE FORGIVE ME	1994
40	QUENCH	DREAMS	1994
41	PAGNY, FLORENT	SI TU VEUX M'ESSAYER	1994
42	MEAT LOAF	I'D DO ANYTHING FOR LOVE	1994
43	2 UNLIMITED	THE REAL THING	1994
44	CHARLES & EDDIE	SHINE (SPOT TV 'NOUVELLE FIESTA NEWPORT')	1994
45	ENIGMA	THE RETURN TO INNOCENT	1994
46	OLDLAND, MISTY	A FAIR AFFAIR	1994
47	LAUPER, CYNDI	GIRLS JUST WANT TO HAVE FUN	1994
48	NIRVANA	ALL APOLOGIES	1994
49	BLUR	GIRLS AND BOYS	1994
0	DION, CELINE	POUR QUE TU M'AIMES ENCORE	1995
1	CRANBERRIES, THE	ZOMBIE	1995
2	SCATMAN, JOHN	SCATMAN	1995
3	INDIAN SACRED SPIRIT	YEHA NOHA	1995
4	ALLIANCE ETHNIK	RESPECT	1995
5	DION, CELINE	JE SAIS PAS	1995
6	COOLIO & L.V.	GANGSTA'S PARADISE (EXTRAIT DE LA B.O.F. 'DANGEROUS MINDS')	1995
7	SCATMAN, JOHN	SCATMAN'S WORLD	1995
8	INI KAMOZE	HERE COMES THE HOTSTEPPER (EXTRAIT B.O.F. 'PRET-A-PORTER')	1995
9	JACKSON, MICHAEL	YOUR ARE NOT ALONE	1995
10	740 BOYS	SHIMMY SHAKE	1995
11	ALLIANCE ETHNIK	SIMPLE ET FUNKY	1995
12	ADAMS, BRYAN	HAVE YOU EVER REALLY LOVED A WOMAN	1995
13	KING, DIANA	SHY GUY	1995
14	OUTHERE BROTHERS, THE	BOOM BOOM BOOM	1995
15	BON JOVI	ALWAYS	1995
16	DOPE, KENNY & BUCKETHEADS, THE	THE BOMB	1995
17	20 FINGERS	SHORT DICK MAN	1995
18	COLLINS, EDWYN	A GIRL LIKE YOU	1995
19	MN8	I'VE GOT A LITTLE SOMETHING FOR YOU	1995
20	K.O.D.	CHACUN SA ROUTE (B.O.F.)	1995
21	BOUCHE, LA	BE MY LOVER	1995
22	JOHN, ELTON	CAN YOU FEEL THE LOVE TONIGHT	1995
23	CAREY, MARIAH	FANTASY	1995
24	PAUL, BILLY	YOUR SONG	1995
25	LAVILLIERS, BERNARD & CLIFF, JIMMY	MELODY TEMPO HARMONY	1995
26	CLIFF, JIMMY & LEBO M	HAKUNA MATATA	1995
27	CRANBERRIES, THE	ODE TO MY FAMILY	1995
28	N-TRANCE & RICARDO DA FORCE	STAYIN'ALIVE	1995
29	ZUCCHERO	IL VOLO	1995
30	NIGHTCRAWLERS	PUSH THE FEELING ON	1995
31	SISTER QUEEN	LET ME BE A DRAG QUEEN	1995
32	CONNELLS, THE	'74 - '75	1995
33	BON JOVI	THIS AIN'T A LOVE SONG	1995
34	U 2	HOLD ME, THRILL ME, KISS ME, KILL ME	1995
35	TAKE THAT	BACK FOR GOOD	1995
36	NO SE & MENELIK	QUELLE AVENTURE !	1995
37	SUPREME N.T.M.	LA FIEVRE	1995
38	ALLIANCE ETHNIK	HONESTY ET JALOUSIE	1995
39	JACKSON, JANET	WHOOPS NOW	1995
40	SEAL	KISS FROM A ROSE (LOVE THEME FROM 'BATMAN FOREVER') (B.O.F.)	1995
41	FARMER, MYLENE	XXL	1995
42	OBISPO, PASCAL	TOMBE POUR ELLE	1995
43	MIKE & MECHANICS, THE	OVER MY SHOULDER	1995
44	SHAGGY	BOOMBASTIC (B.O. DE LA PUB 'LEVI'S')	1995
45	CROW, SHERYL	ALL I WANNA DO	1995
46	NIGHTCRAWLERS	SURRENDER YOUR LOVE	1995
47	ACE OF BASE	LUCKY LOVE	1995
48	20 FINGERS & ROULA	LICK IT	1995
49	REDNEX	COTTON EYE JOE	1995
50	SCHTROUMPFS, LES	NO NO NO	1995
51	WHIGFIELD	SATURDAY NIGHT	1995
52	MASTERBOY	GENERATION OF LOVE	1995
53	E-TYPE	THIS IS THE WAY	1995
54	JACKSON, MICHAEL	EARTH SONG	1995
55	MADONNA	SECRET	1995
56	EAST 17	STAY ANOTHER DAY	1995
57	VINCENT, FRANCKY	FRUIT DE LA PASSION	1995
58	JACKSON, MICHAEL & JACKSON, JANET	SCREAM	1995
59	WARREN G & NATE	REGULATE	1995
60	MELLOWMAN	LA VOIE DU MELLOW	1995
61	MENELIK & TRIBU, LA	TOUT BAIGNE (REMIX)	1995
62	BROWNSTONE	IF YOU LOVE ME	1995
63	DAVIS, DEBBIE	L'HISTOIRE DE LA VIE	1995
64	CORONA	TRY ME OUT	1995
65	LENNOX, ANNIE	A WHITER SHADE OF...	1995
66	QUEEN	HEAVEN FOR EVERYONE	1995
67	PRESIDENTS OF THE USA	L.U.M.P.	1995
68	OFFSPRING, THE	COME OUT AND PLAY	1995
69	OFFSPRING, THE	SELF ESTEEM	1995
70	RED, AXELLE	JE T'ATTENDS	1995
71	DR DRE	KEEP THEIR HEADS RINGING (EXTRAIT DE LA B.O.F. 'FRIDAY')	1995
72	JOHN, ELTON	BELIEVE	1995
73	SCOOTER	MOVE YOUR ASS	1995
74	MINOGUE, KYLIE	CONFIDE IN ME	1995
75	EVERYTHING BUT THE GIRL	MISSING	1995
76	CORONA	BABY BABY	1995
77	MASTERBOY	IS THIS THE LOVE	1995
78	BOUCHE, LA	FALLIN'IN LOVE	1995
79	MN 8	IF YOU ONLY LET ME IN	1995
80	WINTER, OPHELIE	DIEU M'A DONNE LA FOI	1995
81	BOYZ II MEN	I'LL MAKE LOVE TO YOU	1995
82	NIRVANA	ABOUT A GIRL	1995
83	MASTERBOY	MEGAMIX	1995
84	URGE OVERKILL	GIRL YOU'LL BE A WOMAN SOON	1995
85	T.L.C.	WATERFALLS	1995
86	DES'REE	YOU GOTTA BE	1995
87	COSTA, KARINE	YOU	1995
88	LENNOX, ANNIE	NO MORE I LOVE YOU'S	1995
89	PASSENGERS, THE	MISS SARAJEVO	1995
90	CABREL, FRANCIS	LA CORRIDA	1995
91	SIMPLY RED	FAIRGROUND	1995
92	PUSSY	SUCK MY PUSSY	1995
93	HALLYDAY, JOHNNY	NE M'OUBLIE PAS	1995
94	JACKSON, JANET	RUNAWAY	1995
95	WINX	DON'T LAUGH	1995
96	HALLYDAY, JOHNNY	J'LA CROISE TOUS LES MATINS	1995
97	ICE MC	MEGAMIX	1995
98	B.O.F.	POCAHONTAS	1995
99	LE FORESTIER, MAXIME	PASSER MA ROUTE	1995
0	LOS DEL RIO	MACARENA	1996
1	CARRAPICHO	TIC, TIC, TAC	1996
2	GALA	FREED FROM DESIRE	1996
3	KHALED	AICHA	1996
4	THE FUGEES	KILLING ME SOFTLY	1996
5	SPICE GIRLS	WANNABE	1996
6	ROBERT MILES	CHILDREN	1996
7	FOOL'S GARDEN	LEMON TREE	1996
8	MARK SNOW	"THE X-FILES (D.O.""AU FRONTIERES DU REEL"")"	1996
9	WORLDS APART	JE TE DONNE	1996
10	BORIS	SOIREE DISCO	1996
11	LOS DEL MAR	MACARENA	1996
12	NO MERCY	WHERE DO YOU GO	1996
13	COOLIO & L.V.	"GANGSTA'S PARADISE (EXTRAIT DE LA B.O.F. ""DANGEROUS MIDS"")"	1996
14	KHADJA NIN	SAMBOLERA MAYI SON	1996
15	OPHELIE WINTER	DIEU M'A DONNE LA FOI	1996
16	BORIS	MISS CAMPING	1996
17	NAS	IF I RULED THE WORLD	1996
18	BABYLON ZOO	SPACEMAN (B.O.F. PUB LEVI'S)	1996
19	WORLDS APART	BABY COME BACK	1996
20	GEORGE MICHAEL	FASTLOVE	1996
21	FLORENT PAGNY	CARUSO	1996
22	BBE	SEVEN DAYS AND ONE WEEK	1996
23	MICHAEL JACKSON	THEY DON'T CARE ABOUT US	1996
24	ROBERT MILES	FABLE	1996
25	EROS RAMAZZOTTI	PIU BELLA COSA	1996
26	LE FESTIVAL ROBLES	MA CARAVANE	1996
27	PHILIPPE CANDELON & BARBARA SCAFF	TERRE INDIGO (B.O.F.)	1996
28	EVERYTHING BUT THE GIRL	MISSING	1996
29	RECIPROK	BALANCE TOI	1996
30	JOHNNY HALLYDAY	L'HYMNE A L'AMOUR	1996
31	LUNIZ	I GOT FIVE ON IT	1996
32	TERI MOISE	LES POEMES DE MICHELLE	1996
33	LES CHEVALIERS DU FIEL	JE TE PRENDRAI NUE DANS LA SIMCA 1000	1996
34	LILICUB	VOYAGE EN ITALIE	1996
35	MARK MORRISON	RETURN OF THE MACK	1996
36	WORLDS APART	EVERYBODY	1996
37	3 T	ANYTHING	1996
38	COOLIO	1,2,3,4	1996
39	OPHELIE WINTER	LE FEU QUI M'ATTISE	1996
40	BACKSTREET BOYS	WE GOT IT GOING ON	1996
41	ZHI-VAGO	CELEBRATE	1996
42	3 T FEATURING MICHAEL JACKSON	WHY	1996
43	SPICE GIRLS	SAY YOU'LL BE THERE	1996
44	2 BE 3	PARTIR UN JOUR	1996
45	HELENE SEGARA	JE VOUS AIME ADIEU	1996
46	ERIC CLAPTON	CHANGE THE WORLD	1996
47	BEAT SYSTEM	FRESH	1996
48	CELINE DION	ALL BY MYSELF	1996
49	AKHENATON	BAD BOYS DE MARSEILLE	1996
50	DONNA LEWIS	I LOVE YOU ALWAYS FOR EVER	1996
51	LARRY MULLEN & ADAM CLAYTON	MISSION : IMPOSSIBLE (B.O.F.)	1996
52	GENERATION DISCO	GENERATION DISCO	1996
53	WORLDS APART	EVERLASTING LOVE	1996
54	JOAN OSBORNE	ONE OF US	1996
55	G SQUAD	RAIDE DINGUE DE TOI	1996
56	ALANIS	IRONIC	1996
57	GEORGE MICHAEL	A JESUS TO A CHILD	1996
58	MARIAH CAREY & BOYZ II MEN	ONE SWEET DAY	1996
59	OPHELIE WINTER	SHAME ON U	1996
60	NENEY CHERRY	WOMAN	1996
61	PETER KITSCH & OLIVIA STARRING	ABC POUR CASSER	1996
62	MYLENE FARMER	CALIFORNIA	1996
63	CELINE DION	BECAUSE YOU LOVED ME (B.O.F.)	1996
64	ZUCCHERO	FEELS LIKE A WOMAN	1996
65	TINA TURNER	"GOLDEN EYE (EXTRAI DE LA B.O.F. ""JAMES BOND 007"")"	1996
66	MYLENE FARMER	L'INSTANT X	1996
67	PARADISIO	BAILANDO	1996
68	SCORPIONS	YOU AND I	1996
69	JAMIROQUAI	VIRTUAL INSANITY	1996
70	ALABINA	ALABINA	1996
71	MICHAEL JACKSON	EARTH SONG	1996
72	BACKSTREET BOYS	GET DOWN	1996
73	MEPHISTO	VOICES	1996
74	LES SCHTROUMPFS	MOI J'AIME DANSER (B.O.F.)	1996
75	QUEEN	YOU DON'T FOOL ME	1996
76	2 PAC	CALIFORNIA LOVE	1996
77	FLORENT PAGNY & LA CHORALE DE SARCELLES	OH HAPPY DAY	1996
78	DANNY BRILLANT	QUAND JE VOIS TES YEUX	1996
79	BIG SOUL	LE BRIO	1996
80	ZUCCHERO	IL VOLO	1996
81	PASCAL OBISPO	PERSONNE	1996
82	MAD IN PARIS	PARIS A LE BLUES	1996
83	DJ DADO	X-FILES	1996
84	NADA SURF	POPULAR	1996
85	WARREN G	WHAT'S LOVE GOT TO DO WITH IT	1996
86	K'S CHOISE	NOT AN ADDICT	1996
87	TONTON DAVID & CHEB MAMI	FUGITIF	1996
88	DOC GYNECO	VIENS VOIR LE DOCTEUR	1996
89	PETER ANDRE	MYSTERIOUS GIRL	1996
90	MR. PRESIDENT	COCO JAMBOO	1996
91	CELINE DION	FALLING INTO YOU	1996
92	N-TRANCE	ELECTRONIC PLEASURE	1996
93	RADIOHEAD	CREEP	1996
94	JANE BIRKIN	LA GADOUE	1996
95	BOYZONE	LOVE ME FOR A REASON	1996
96	CORONA	I DON'T WANNA BE A STAR	1996
97	SEX ALARM	SIREN	1996
98	BOYZONE	FATHER AND SON	1996
99	GUSTO	DISCO' REVENGE	1996
0	ELTON JOHN	SOMETHING ABOUT… - CANDLE IN THE WIND	1997
1	RICKY MARTIN	MARIA (UN, DOS, TRES)	1997
2	WES	ALANE	1997
3	ANDREA BOCELLI	CON TE PARTIRO	1997
4	AQUA	BARBIE GIRL	1997
5	FLORENT PAGNY	SAVOIR AIMER	1997
6	WILL SMITH	MEN IN BLACK (BOF)	1997
7	PUFF DADDY & FAITH EVANS…	I'LL BE MISSING YOU	1997
8	LARA FABIAN	TOUT	1997
9	POETIC LOVER	PRENONS NOTR TEMPS	1997
10	BELLINI	SAMBA DE JANEIRO	1997
11	HANSON	MMMBOP	1997
12	GALA	LET A BOY CRY	1997
13	MADONNA	DON'T CRY FOR ME ARGENTINA	1997
14	DAVID CHARVET	SHOULD I LEAVE	1997
15	NATHALIE CARDONE	HASTA SIEMPRE	1997
16	ALLIAGE & BOYZONE	TE GARDER PRES DE MOI	1997
17	NO DOUBT	DON'T SPEAK	1997
18	FELICIDAD	DAM DAM DEO	1997
19	HERMES HOUSE BAND	I WILL SURVIVE	1997
20	PASCAL OBISPO	LUCIE	1997
21	PHENOMENAL CLUB	IL EST VRAIMENT PHENOMENAL	1997
22	SPICE GIRLS	SPICE UP YOUR LIFE !	1997
23	WORLDS APART	I'M DREAMING OF YOU	1997
24	ERA	AMENO	1997
25	PARADISIO	BAILANDO	1997
26	RICKY MARTIN	TE EXTRANO, TE OLVIDO, TE AMO	1997
27	2 BE 3	PARTIR UN JOUR	1997
28	TONI BRAXTON	UN BREAK MY HEART	1997
29	2 BE 3	TOUJOURS LA POUR TOI	1997
30	DOMINO	BAILA BAILA	1997
31	ETERNAL	I WANNA BE THE ONLY ONE	1997
32	CELINE DION & BARBARA STREISAND	TELL HIM	1997
33	BEE GEES	ALONE	1997
34	ALLIAGE	BAILA	1997
35	ULTRA NATE	FREE	1997
36	3T	I NEED YOU	1997
37	TOP BOYS	LE FEU CA BRULE	1997
38	NAS & SUPREME N.T.M.	AFFIRMATION ACTION	1997
39	DAFT PUNK	AROUND THE WORLD	1997
40	SPICE GIRLS	2 BECOME 1	1997
41	MELI MELO & MISS HELENE	LA DANCE D'HELENE	1997
42	LA VACHE	MILK INCORPORATED	1997
43	ANGGUN	LA NEIGE AU SAHARA	1997
44	LES MINIKEUMS	MA MELISSA	1997
45	LARA FABIAN	JE T'AIME	1997
46	ALLIAGE	LE TEMPS QUI COURT	1997
47	SHOLA AMA	YOU MIGHT NEED SOMEBODY	1997
48	ALLIAGE	LUCY	1997
49	SASH !	ENCORE UNE FOIS	1997
50	2 BE 3	LA SALSA	1997
51	ANDREA BOCELLI & HELENE SEGARA	VIVO PER LEI	1997
52	WHITE TOWN	YOUR WOMAN	1997
53	G SQUAD	AUCUNE FILLE AU MONDE	1997
54	GALA	FREED FROM DESIRE	1997
55	SASH !	ECUADOR	1997
56	R KELLY	I BELIEVE I CAN FLY	1997
57	RACHID TAHA	YA RAYAH	1997
58	JANET JACKSON	GOT TIL IT'S GONE	1997
59	2 BE 3	POUR ETRE LIBRE (BOF)	1997
60	FAITHLESS	INSOMNIA	1997
61	TERI MOISE	JE SERAI LA	1997
62	PATRICIA KAAS	QUAND J'AI PEUR DE TOUT	1997
63	JANE FOSTIN	LA TAILLE DE TON AMOUR	1997
64	THE BRAIDS	BOHEMIAN RHAPSODY	1997
65	MELGROOVE	PAS TOI…	1997
66	SPICE GIRLS	SAY YOU'LL BE THERE	1997
67	IAM	L'EMPIRE DU COTE OBSCUR	1997
68	GLORIA ESTEFAN	YOU'LL BE MINE	1997
69	SPACE FROG	FOLLOW ME	1997
70	MC SOLAAR	LES TEMPS CHANGENT	1997
71	DAFT PUNK	DA FUNK	1997
72	DA HOOL	MEET HER AT THE LOVE PARADE	1997
73	PATRICIA KAAS	LE VOUDRAIS LA CONNAÎTRE	1997
74	EN VOGUE	DON'T LET GO	1997
75	ROBERT MILES	ONE AND ONE	1997
76	DOWN LOW	VISION OF LIFE	1997
77	GRUNGERMAN & ANDREAS DORAU	GIRLS IN LOVE	1997
78	2 BE 3	DONNE	1997
79	TRIBAL JAM	REMIND ME	1997
80	PARADISIO	VAMOS A LA DISCOTECA	1997
81	DALIDA	SALMA YA SALMA	1997
82	BLACKSTREET	DON'T LEAVE ME NOW	1997
83	JOE COCKER	N'OUBLIEZ JAMAIS	1997
84	ALEXIA	UH LA LA LA	1997
85	BACKSTREET BOYS	EVERYBODY	1997
86	ADM	WHEN YOU WANNA MOVE	1997
87	SAVAGE GARDEN	I WANT YOU	1997
88	ALABINA	OLE Y OLA	1997
89	WORLDS APART	DON'T CHANGE	1997
90	BOYZONE	A PICTURE OF YOU, MR BEAN (BOF)	1997
91	DIVERS	11 MN 30 CONTRE LES LOIS RACISTES	1997
92	NOIR DESIR	L'HOMME PRESSE	1997
93	CELINE DION	IT'S ALL COMING BACK TO ME	1997
94	LES CHEVALIERS DU FIEL	JE TE PRENDRAI NUE DANS LA SIMCA 1000	1997
95	OMC	HOW BIZARRE	1997
96	BBE	FLASH	1997
97	THE VERVE	BITTER SWEET SYMPHONY	1997
98	POETIC LOVER	QU'IL EN SOIT AINSI	1997
99	BLACKSTREET	NON DIGGITY	1997
0	LAVOIE DANIEL & GAROU & FIORI	BELLE	1998
1	MANAU	LA TRIBU DE DANA	1998
2	DION CELINE	MY HEART WILL GO ON	1998
3	NOMADS	YAKALELO	1998
4	BRANDY & MONICA	THE BOY IS MINE	1998
5	BOCELLI ANDREA & SEGARA HELENE	VIVO PER LEI	1998
6	JACKSON JANET	TOGETHER AGAIN	1998
7	MARTIN RICKY	LA COPA DE LA VIDA	1998
8	MENELIK	BYE BYE	1998
9	COUMBA	PATA PATA	1998
10	DES REE	LIFE	1998
11	MODERN TALKING	YOU'RE MY HEART YOU'RE MY SOUL	1998
12	LAAM	CHANTER POUR CEUX QUI SONT LOIN DE CHEZ EUX	1998
13	HERMES HOUSE BAND	I WILL SURVIVE	1998
14	MADONNA	FROZEN	1998
15	BUGSY STOMY	MON PAPA A MOI EST UN GANGSTER	1998
16	SEBASTIEN PATRICK	LA FIESTA	1998
17	IMBRUGLIA NATALIE	TORN	1998
18	SOAP	THIS IS HOW WE PARTY	1998
19	TARKAN	SIMARIK	1998
20	SAVAGE GARDEN	TRULY, MADLY, DEEPLY	1998
21	ATTAQUE LOUISE	TON INVITATION	1998
22	FABIAN LARA	SI TU M'AIMES	1998
23	CHER	BELIEVE	1998
24	SWEETBOX	EVERYTHING'S GONNA BE ALRIGHT	1998
25	THEO ALLAN	EMMENE MOI	1998
26	HAVANA DELIRIO	CARNAVALERA	1998
27	AQUA	MY OH MY	1998
28	666	ALARMA	1998
29	STARDUST	MUSIC SOUNDS BETTER WITH YOU	1998
30	FABIAN LARA	JE T'AIME	1998
31	CARDONE NATHALIE	HASTA SIEMPRE	1998
32	AQUA	BARBIE GIRL	1998
33	MODERN TALKING	BROTHER LOUIE 98	1998
34	CAREY MARIAH	MY ALL	1998
35	PAGNY FLORENT	SAVOIR AIMER	1998
36	RAMAZZOTTI EROS & TURNER TINA	COSE DELLA VITA CAN'T STOP ...	1998
37	VALENTINO SANDY	POURQUOI ?	1998
38	ARENA TINA	I WANT TO SPEND MY LIFETIME	1998
39	666	AMOKK	1998
40	POETIC LOVER & FREDERICK CAROLE	PERSONNE NE SAURAIT	1998
41	THE TAMPERER	FEEL IT	1998
42	WILLIAMS ROBBIE	ANGELS	1998
43	FAUDEL	TELLEMENT N'BRICK	1998
44	ULTIMATE KAOS	CASANOVA	1998
45	DA HOOL	MEET HER AT THE LOVE PARADE	1998
46	PUFF DADDY	COME WITH ME	1998
47	THEO ALLAN	LOLA	1998
48	JESSY	LA OLA TOUT LE MONDE SE LEVE	1998
49	RED AXELLE	RESTER FEMME	1998
50	CHERRY EAGLE EYE	SAVE TONIGHT	1998
51	CUBAILA	CHARANGA	1998
52	ALL SAINTS	NEVER EVER	1998
53	THALIA	AMOR A LA MEXICANA	1998
54	LES FINALISTES	1 ET 2 ET 3 - 0	1998
55	PRAS MICHEL	GHETTO SUPASTAR	1998
56	MERCURY DANIELA	RAPUNZEL	1998
57	AEROSMITH	I DON'T WANT TO MISS A THING	1998
58	DION CELINE	S'IL SUFFISAIT D'AIMER	1998
59	PILLS	ROCK ME	1998
60	MANAU	PANIQUE CELTIQUE	1998
61	RUN DMC VS JASON NEVINS	IT'S LIKE THAT	1998
62	PAIGE JENNIFER	CRUSH	1998
63	THE RAPSODY	PRINCE IGOR	1998
64	KHALED & TAHA & FAUDEL	ABDEL KADER	1998
65	2 BE 3	DON'T SAY GOODBYE	1998
66	DION CELINE & THE BEE GEES	IMMORTALITY	1998
67	FAUDEL	DIS MOI	1998
68	PASSI	JE ZAPPE ET JE MATE	1998
69	4 THE CAUSE	STAND BY ME	1998
70	SMITH WILL	GET JIGGY WIT IT	1998
71	QUEEN	WE ARE THE CHAMPIONS	1998
72	GALA	COME INTO MY LIFE	1998
73	DJ VISAGE	FORMULA	1998
74	666	DIABLO	1998
75	PAGNY FLORENT	CHANTER	1998
76	DJ FRED AND ARNOLD T	POP HERTZ	1998
77	SPICE GIRLS	VIVA FOREVER	1998
78	DJ FRED AND ARNOLD T	WALL STREET	1998
79	HALLYDAY JOHNNY	CE QUE JE SAIS	1998
80	NEK	LAURA NON C'E	1998
81	PELLETIER BRUNO	LE TEMPS DES CATHEDRALES	1998
82	MATMATAH	LAMBE AN DRO	1998
83	FABIAN LARA	HUMANA	1998
84	SASH	MYSTERIOUS TIMES	1998
85	CAREY MARIAH & HOUSTON WHITNEY	WHEN YOU BELIEVE	1998
86	OMEGA	DREAMING OF A BETTER WORLD	1998
87	NOA	VIVRE	1998
88	NIGEL ET MARVIN	FOLLOW DE LEADER	1998
89	HANSON	I WILL COME TO YOU	1998
90	BLACK ATTACK	BANG BANG	1998
91	KDD	UNE PRINCESSE EST MORTE	1998
92	MADONNA	RAY OF LIGHT	1998
93	LES MINIKEUMS	ON VA LA GAGNER	1998
94	YOUSSOU N'DOUR & RED AXELLE	LA COUR DES GRANDS	1998
95	SPICE GIRLS	STOP	1998
96	ALLIAGE & BOYZONE	TE GARDER PRES DE MOI	1998
97	DABATCHA'ZZ	LE GRAND PARDON	1998
98	DAHO ETIENNE	LE PREMIER JOUR	1998
99	BAMBI CRUZ	OUVRE LES YEUX	1998
0	BEGA LOU	MAMBO N 5	1999
1	LARUSSO	TU M'OUBLIERAS	1999
2	MOOS	AU NOM DE LA ROSE	1999
3	EIFFEL 65	BLUE	1999
4	ZEBDA	TOMBER LA CHEMISE	1999
5	HALLYDAY DAVID	TU NE M'AS PAS LAISSE LE TEMPS	1999
6	SPEARS BRITNEY	BABY ONE MORE TIME	1999
7	EMILIA	BIG BIG WORLD	1999
8	LAAM	JAMAIS LOIN DE TOI	1999
9	ARENA TINA	ALLER PLUS HAUT	1999
10	ORGANIZ	I NEVER KNEW LOVE LIKE THIS	1999
11	HALLYDAY JOHNNY	VIVRE POUR LE MEILLEUR	1999
12	CHER	BELIEVE	1999
13	FOLY LIANE	LA VIE NE M'APPREND RIEN	1999
14	LOPEZ JENNIFER	IF YOU HAD MY LOVE	1999
15	VENGABOYS	BOOM BOOM BOOM BOOM	1999
16	LAAM	CHANTER POUR CEUX QUI SONT LOIN DE CHEZ EUX	1999
17	LAVOIE DANIEL & GAROU & FIORI	BELLE	1999
18	DJ XAM	T'ES ZINZIN	1999
19	SMITH WILL	THE WILD WILD WEST \ BOF\	1999
20	TLC	NO SCRUBS	1999
21	CHER	STRONG ENOUGH	1999
22	CHEB MAMI & K-MEL	PARISIEN DU NORD	1999
23	MANAU	MAIS QUI EST LA BELETTE	1999
24	PHATS & SMALL	TURN AROUND	1999
25	MR OIZO	FLAT BEAT	1999
26	WAMDUE PROJECT	KING OF MY CASTLE	1999
27	LEE ANN	2 TIMES	1999
28	AGUILERA CHRISTINA	GENIE IN A BOTTLE	1999
29	WAZOO	LA MANIVELLE	1999
30	MYTHOS & DJ COSMO	THE HEART OF THE OCEAN	1999
31	PIERPOLJAK	PIERPOLJAK	1999
32	HOUSTON WHITNEY	MY LOVE IS YOUR LOVE	1999
33	MARTIN RICKY	LIVIN' LA VIDA LOCA	1999
34	LARUSSO	ON NE S'AIMERA PLUS JAMAIS	1999
35	IGLESIAS ENRIQUE	BAILAMOS	1999
36	VAN HELDEN ARMAND	YOU DON'T KNOW ME	1999
37	MARLIN LENE	WHERE I'M HEADED	1999
38	HALLYDAY JOHNNY	UN JOUR VIENDRA	1999
39	LA CLINIQUE	LA PLAYA	1999
40	CAREY MARIAH	HEARTBREAKER	1999
41	TEXAS	SUMMER SON	1999
42	BLACK AND WHITE BROTHERS	PUT YOUR HANDS UP	1999
43	ATLAS NATACHA	MON AMIE LA ROSE	1999
44	KANN LENA	TOUS LES CRIS LES SOS	1999
45	SPEARS BRITNEY	YOU DRIVE ME CRAZY	1999
46	THE OFFSPRING	PRETTY FLY	1999
47	MADONNA	BEAUTIFUL STRANGER	1999
48	OFASIA	SATE SAN	1999
49	RAY NORMA	TOUS LES MAUX D'AMOUR	1999
50	DEEJAY ALICE	BETTER OFF ALONE	1999
51	BISSO NA BISSO	BISSO NA BISSO	1999
52	CARDONE NATHALIE	MON ANGE	1999
53	SPEARS BRITNEY	SOMETIMES	1999
54	JAMALAK	PAPA CHICO	1999
55	BONEY M.	MA BAKER 99	1999
56	JOHNSON PAUL	GET GET DOWN	1999
57	FARMER MYLENE	L'AME STRAM GRAM	1999
58	CHARLY & LULU	LES MARSEILLAIS	1999
59	ARENA TINA	I WANT TO KNOW WHAT LOVE IS	1999
